ID,N_VICTIMAS,AÑO,MES,DIA,HORA,LUGAR_DEL_HECHO,TIPO_DE_RUTA,COMUNA,X,Y,VICTIMA,ACUSADO,ROL,SEXO,EDAD
2018-0114,1,2018,10,30,2,Solis e Independencia Av.,avenida,1,-58.39032921,-34.61807951,moto,auto,conductor,masculino,23
2018-0115,1,2018,10,31,12,"Bosch, Ventura y Paz, Gral. Av.",calle,9,-58.52887773,-34.64297861,peaton,pasajeros,peaton,masculino,42
2018-0116,1,2018,11,1,10,"Paz, Gral. Av. 14800",avenida,8,-58.49371157,-34.67981324,peaton,cargas,peaton,masculino,48
2018-0117,1,2018,11,4,8,Av. Eva Perón 5321,avenida,9,-58.48266599,-34.66012327,moto,moto,conductor,masculino,30
2018-0118,1,2018,11,5,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",avenida,3,-58.40612253,-34.60774301,peaton,moto,peaton,femenino,80
2018-0119,1,2018,11,5,22,Rabanal y San Pedrito,avenida,8,-58.43613623,-34.66292532,peaton,auto,peaton,femenino,32
2018-0120,1,2018,11,9,13,Monroe y Alvarez Thomas Av.,avenida,12,-58.48250732,-34.57208238,peaton,auto,peaton,femenino,51
2018-0121,1,2018,11,9,16,Rivadavia Av. y Manzoni,avenida,10,-58.49945705,-34.63743280,peaton,pasajeros,peaton,femenino,72
2018-0122,1,2018,11,12,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,autopista,8,-58.47743966,-34.67233407,auto,auto,conductor,masculino,33
2018-0123,1,2018,11,12,3,"Paz, Gral. Av. y Peron, Eva Av.",avenida,9,-58.50251790,-34.67450313,auto,auto,conductor,masculino,25
2018-0124,1,2018,11,15,19,AU Perito Moreno y Reservistas Argentinos,autopista,9,-58.52144411,-34.63682499,cargas,cargas,conductor,masculino,44
2018-0125,1,2018,11,16,21,Saenz Av. y Ventana,avenida,4,-58.41650465,-34.65084045,peaton,pasajeros,peaton,masculino,29
2018-0126,1,2018,11,18,12,Avda. General Paz y Cnel. Ramón Falcón,avenida,9,-58.52994219,-34.64055918,moto,auto,conductor,masculino,27
2018-0127,1,2018,11,19,9,Av. Gral. Paz y Av. de los Constituyentes,avenida,12,-58.50993046,-34.56919739,moto,moto,conductor,masculino,29
2018-0128,2,2018,11,25,4,"Paz, Gral. Av. 11200",avenida,9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompañante,masculino,49
2018-0128,2,2018,11,25,4,"Paz, Gral. Av. 11200",avenida,9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompañante,femenino,39
2018-0129,1,2018,11,28,4,"Newbery, Jorge Av. y Guevara",avenida,15,-58.45021367,-34.58695347,moto,pasajeros,conductor,masculino,37
2018-0130,1,2018,12,3,3,Gaona Av. y Segurola Av.,avenida,10,-58.49022072,-34.62770192,moto,pasajeros,conductor,masculino,37
2018-0131,1,2018,12,7,19,"Madero, Eduardo Av. 550",avenida,1,-58.36860866,-34.60106568,moto,cargas,conductor,masculino,29
2018-0132,1,2018,12,12,8,"AU Arturo Illia y Castillo, Ramon S.",autopista,2,-58.39490504,-34.57241534,peaton,cargas,peaton,masculino,70
2018-0133,1,2018,12,12,14,Nazca Av. y Rivadavia Av.,avenida,7,-58.46963952,-34.63070603,peaton,cargas,peaton,femenino,60
2018-0134,1,2018,12,12,21,La Plata Av. y Caseros Av.,avenida,7,-58.42349365,-34.64019887,peaton,moto,peaton,masculino,56
2018-0135,1,2018,12,18,14,Belgrano Av. y Peru,avenida,1,-58.37471802,-34.61265002,peaton,pasajeros,peaton,masculino,80
2018-0136,1,2018,12,18,15,Rivadavia Av. 7013,avenida,7,-58.46438789,-34.62913916,peaton,pasajeros,peaton,femenino,70
2018-0137,1,2018,12,18,20,Adolfo Alsina y Santiago del Estero,calle,1,-58.38481975,-34.61100424,moto,pasajeros,pasajero_acompañante,masculino,29
2018-0138,1,2018,12,21,9,Bermudez 1893,calle,10,-58.50751833,-34.62073702,pasajeros,pasajeros,pasajero_acompañante,femenino,79
2018-0139,1,2018,12,22,6,Santander 1974,calle,7,-58.44682986,-34.63888084,moto,moto,pasajero_acompañante,masculino,28
2018-0140,1,2018,12,22,8,Julieta Lanteri 1400,calle,1,-58.36004650,-34.61381341,auto,auto,conductor,masculino,78
2018-0141,1,2018,12,22,17,Maza y Av. Independencia,avenida,5,-58.41509546,-34.62085945,peaton,moto,peaton,masculino,75
2018-0142,1,2018,12,25,13,"PAZ, GRAL. AV. 5172",avenida,12,-58.50997604,-34.57251072,cargas,pasajeros,pasajero_acompañante,masculino,32
2018-0143,1,2018,12,29,5,"Olivera Av. y Alberdi, Juan Bautista Av.",avenida,10,-58.48606475,-34.64047818,moto,auto,conductor,masculino,22
2019-0001,1,2019,1,8,8,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",avenida,2,-58.38526125,-34.57805810,moto,cargas,conductor,masculino,25
2019-0002,1,2019,1,9,4,"CASTAÑARES AV. Y MORENO, PERITO AV.",avenida,7,-58.45463662,-34.65082149,auto,cargas,conductor,masculino,32
2019-0003,1,2019,1,12,8,SAN MARTIN AV. Y TERRADA,avenida,15,-58.49121672,-34.59718073,moto,auto,conductor,masculino,23
2019-0004,1,2019,1,14,19,"PERON, EVA AV. Y MEDINA",avenida,9,-58.47325712,-34.65284605,auto,pasajeros,conductor,masculino,71
2019-0005,1,2019,1,19,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",avenida,10,-58.52108101,-34.63382309,moto,cargas,conductor,masculino,43
2019-0006,1,2019,1,23,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",avenida,14,-58.41652702,-34.55509606,peaton,auto,peaton,femenino,12
2019-0007,1,2019,1,26,19,"MITRE, BARTOLOME Y YATAY",calle,5,-58.42891604,-34.61071660,moto,auto,conductor,masculino,35
2019-0008,1,2019,1,30,22,"PAZ, GRAL. AV. 16080",avenida,8,-58.47802293,-34.69156793,moto,multiple,conductor,masculino,42
2019-0009,1,2019,1,31,14,CHACABUCO Y SAN JUAN AV.,avenida,1,-58.37564821,-34.62200207,moto,auto,conductor,masculino,34
2019-0010,2,2019,2,2,7,DEL LIBERTADOR AV. 4100,avenida,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,37
2019-0010,2,2019,2,2,7,DEL LIBERTADOR AV. 4100,avenida,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,59
2019-0011,1,2019,2,10,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",avenida,9,-58.51839930,-34.66252488,peaton,auto,peaton,masculino,37
2019-0012,1,2019,2,17,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",avenida,8,-58.48432691,-34.67665828,moto,auto,conductor,masculino,31
2019-0013,1,2019,2,20,7,SALVIGNY Y MOM,calle,7,-58.43383830,-34.64457699,peaton,auto,peaton,masculino,39
2019-0014,1,2019,2,20,17,"LAMARCA, EMILIO 5402",calle,11,-58.51664939,-34.58657938,moto,objeto fijo,conductor,masculino,69
2019-0015,1,2019,2,23,6,SAN MARTIN AV. 5638,avenida,11,-58.49613012,-34.59703502,auto,objeto fijo,conductor,masculino,21
2019-0016,1,2019,2,24,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",calle,4,-58.38313603,-34.63356284,moto,pasajeros,conductor,masculino,40
2019-0017,1,2019,3,3,7,MEXICO Y PICHINCHA,calle,3,-58.39914719,-34.61632317,auto,pasajeros,conductor,masculino,22
2019-0018,1,2019,3,3,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",autopista,13,-58.44927253,-34.54048625,peaton,auto,peaton,femenino,29
2019-0019,1,2019,3,6,12,DEL LIBERTADOR AV. 6326,avenida,13,-58.45049163,-34.55374003,moto,auto,conductor,masculino,37
2019-0020,1,2019,3,7,21,CHICLANA AV. 3444,avenida,5,-58.41288952,-34.63572989,moto,auto,conductor,masculino,43
2019-0021,1,2019,3,15,22,BOYACA AV. Y YERBAL,avenida,7,-58.45743597,-34.62561234,moto,auto,conductor,masculino,23
2019-0022,1,2019,3,15,0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),avenida,1,-58.39123782,-34.62352245,auto,auto,pasajero_acompañante,masculino,37
2019-0023,1,2019,3,16,8,"PAZ, GRAL. AV. Y JACQUES, AMADEO",avenida,9,-58.52922765,-34.63637963,auto,objeto fijo,conductor,masculino,34
2019-0024,1,2019,3,19,7,ANTARTIDA ARGENTINA AV. 1325,avenida,1,-58.37208118,-34.58541957,moto,cargas,conductor,masculino,32
2019-0025,1,2019,3,22,13,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",calle,5,-58.41458534,-34.60937557,peaton,auto,peaton,masculino,27
2019-0026,1,2019,3,28,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",avenida,8,-58.47976785,-34.69153196,peaton,pasajeros,peaton,masculino,37
2019-0027,1,2019,3,28,11,SANTA FE AV. Y AZCUENAGA,avenida,2,-58.39990285,-34.59511714,bicicleta,multiple,ciclista,masculino,37
2019-0028,1,2019,4,6,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",avenida,11,-58.46051346,-34.60588536,peaton,pasajeros,peaton,femenino,37
2019-0029,1,2019,4,7,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",avenida,8,-58.47976785,-34.69153196,moto,objeto fijo,conductor,masculino,27
2019-0030,1,2019,4,9,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",calle,7,-58.45457546,-34.62447891,moto,cargas,conductor,masculino,25
2019-0031,1,2019,4,12,19,"CORDOBA AV. Y MADERO, EDUARDO AV.",avenida,1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,masculino,20
2019-0032,1,2019,4,16,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",avenida,11,-58.46415322,-34.60443790,peaton,auto,peaton,femenino,83
2019-0033,1,2019,4,18,1,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",autopista,1,-58.36607137,-34.62150748,moto,auto,conductor,masculino,25
2019-0034,1,2019,4,21,9,"MORENO, PERITO AV. 3050",avenida,7,-58.45537373,-34.65093074,moto,objeto fijo,conductor,masculino,37
2019-0035,1,2019,4,23,14,SUIPACHA 665,calle,1,-58.37942637,-34.60053054,peaton,bicicleta,peaton,femenino,75
2019-0036,1,2019,4,26,22,RIGLOS Y FORMOSA,calle,6,-58.43680440,-34.62147504,moto,auto,conductor,masculino,34
2019-0037,1,2019,5,1,23,LA RIOJA E INDEPENDENCIA AV.,avenida,3,-58.40778291,-34.61971907,moto,auto,conductor,masculino,17
2019-0038,1,2019,5,4,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",avenida,13,-58.45212523,-34.54628513,peaton,moto,peaton,femenino,42
2019-0039,1,2019,5,9,3,SAN PEDRITO AV. Y DIRECTORIO AV.,avenida,7,-58.46749188,-34.63551751,moto,auto,conductor,masculino,28
2019-0040,1,2019,5,9,12,PUAN Y SANTANDER,calle,7,-58.44263580,-34.63679732,moto,auto,conductor,masculino,44
2019-0041,1,2019,5,11,20,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",avenida,9,-58.51140289,-34.65846419,auto,multiple,pasajero_acompañante,femenino,78
2019-0042,1,2019,5,14,15,LIMA Y CONSTITUCION,calle,1,-58.38211431,-34.62465368,peaton,pasajeros,peaton,masculino,39
2019-0043,1,2019,5,21,9,"CORDOBA AV. Y MADERO, EDUARDO AV.",avenida,1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,femenino,37
2019-0044,1,2019,5,27,12,BOEDO AV. 650,avenida,5,-58.41635217,-34.62036547,peaton,moto,peaton,femenino,77
2019-0045,1,2019,6,3,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,avenida,14,-58.41316147,-34.57579669,moto,cargas,conductor,masculino,33
2019-0046,1,2019,6,4,9,GRAL PAZ Y CABILDO,avenida,13,-58.47617802,-34.53825652,moto,auto,pasajero_acompañante,femenino,26
2019-0047,1,2019,6,6,10,CASEROS AV. 1700,avenida,4,-58.38641783,-34.63330028,peaton,cargas,peaton,masculino,76
2019-0048,1,2019,6,7,7,AVELLANEDA AV. 1548,avenida,6,-58.45322169,-34.62038137,moto,cargas,conductor,masculino,32
2019-0049,1,2019,6,8,9,CIUDAD DE LA PAZ Y MENDOZA,calle,13,-58.45849057,-34.56166498,peaton,cargas,peaton,femenino,72
2019-0050,1,2019,6,8,23,"SALGUERO, JERONIMO Y HONDURAS AV.",avenida,14,-58.41829559,-34.59411677,moto,cargas,conductor,masculino,21
2019-0051,1,2019,6,11,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",calle,4,-58.36376488,-34.63832093,moto,auto,conductor,masculino,41
2019-0053,1,2019,6,14,17,ASTURIAS AV. Y CASTAÑARES AV.,avenida,8,-58.46442668,-34.66004784,auto,auto,pasajero_acompañante,masculino,49
2019-0054,1,2019,6,20,3,GANDARA 2976,calle,15,-58.48222035,-34.58428769,moto,objeto fijo,conductor,masculino,21
2019-0055,1,2019,6,20,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",avenida,1,-58.36819005,-34.60283208,moto,pasajeros,conductor,masculino,47
2019-0056,1,2019,6,29,17,BOYACA AV. 305,avenida,7,-58.45877601,-34.62330939,peaton,auto,peaton,femenino,75
2019-0057,1,2019,7,5,19,ARTILLEROS Y LA PAMPA,calle,13,-58.44196498,-34.55760517,peaton,auto,peaton,femenino,63
2019-0058,1,2019,7,10,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,autopista,10,-58.50622631,-34.63627822,moto,pasajeros,conductor,masculino,39
2019-0059,1,2019,7,13,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,calle,1,-58.38410880,-34.63099197,moto,pasajeros,conductor,masculino,30
2019-0060,1,2019,7,17,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",avenida,10,-58.48100602,-34.63504312,peaton,auto,peaton,femenino,78
2019-0061,1,2019,7,17,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,calle,13,-58.45200171,-34.55781320,peaton,pasajeros,peaton,femenino,58
2019-0062,1,2019,8,1,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",avenida,13,-58.44462132,-34.56201105,peaton,pasajeros,peaton,femenino,60
2019-0063,1,2019,8,4,1,FOREST AV. Y MAURE,avenida,15,-58.45220688,-34.58711712,moto,pasajeros,pasajero_acompañante,masculino,37
2019-0064,1,2019,8,6,3,"BOYACA AV. Y AVELLANEDA AV,",avenida,7,-58.45962210,-34.62245140,moto,auto,conductor,masculino,20
2019-0065,1,2019,8,8,16,BARCO CENTENERA DEL Y TILCARA,calle,4,-58.41970850,-34.65414867,peaton,pasajeros,peaton,femenino,55
2019-0066,1,2019,8,11,21,RIESTRA AV. Y BOLIVAR,avenida,7,-58.44187596,-34.64938031,peaton,auto,peaton,masculino,40
2019-0067,1,2019,8,14,15,"CASTRO, EMILIO 4706",calle,10,-58.49101637,-34.64276621,moto,cargas,conductor,masculino,35
2019-0068,1,2019,8,14,17,27 DE FEBRERO AV. 5600,avenida,8,-58.42493829,-34.66256502,moto,moto,conductor,masculino,53
2019-0069,1,2019,8,17,5,"GARAY, JUAN DE AV. 2874",avenida,4,-58.40489318,-34.62930162,moto,auto,conductor,masculino,43
2019-0070,1,2019,8,22,12,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",avenida,14,-58.42686680,-34.59217875,moto,bicicleta,conductor,masculino,25
2019-0071,1,2019,8,27,11,PRIMERA JUNTA Y OLIVERA AV.,avenida,9,-58.47961100,-34.65620398,peaton,cargas,peaton,masculino,37
2019-0072,1,2019,8,28,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",avenida,10,-58.47439934,-34.63524207,auto,auto,conductor,masculino,22
2019-0073,1,2019,8,29,1,ALVAREZ THOMAS AV. 1788,avenida,15,-58.46711912,-34.57926018,auto,objeto fijo,conductor,masculino,29
2019-0074,1,2019,8,29,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",autopista,13,-58.46514781,-34.53465378,moto,cargas,conductor,masculino,35
2019-0075,1,2019,8,30,23,SAN ANTONIO Y LUJAN,calle,4,-58.37571078,-34.65584079,moto,pasajeros,conductor,masculino,31
2019-0076,1,2019,9,5,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,autopista,4,-58.37157668,-34.65429986,moto,cargas,conductor,femenino,29
2019-0077,1,2019,9,8,3,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",avenida,14,-58.39811256,-34.58070186,peaton,auto,peaton,femenino,28
2019-0078,1,2019,9,12,8,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",avenida,4,-58.41125934,-34.65417740,peaton,cargas,peaton,femenino,72
2019-0079,1,2019,9,17,5,AGRELO Y COLOMBRES,calle,5,-58.41822901,-34.61866836,moto,pasajeros,conductor,masculino,57
2019-0080,1,2019,9,17,18,"CABILDO AV. y PAZ, GRAL. AV.",avenida,13,-58.47617802,-34.53825652,peaton,moto,peaton,masculino,76
2019-0081,1,2019,9,23,16,ELCANO AV. 4300,avenida,15,-58.46141281,-34.58623761,peaton,pasajeros,peaton,masculino,67
2019-0082,1,2019,9,25,7,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",avenida,8,-58.42985146,-34.66119740,bicicleta,cargas,ciclista,masculino,47
2019-0083,1,2019,9,26,8,MONTE Y CORVALAN,calle,9,-58.48457413,-34.65839090,auto,auto,conductor,masculino,73
2019-0084,1,2019,9,27,11,TANDIL Y LA FUENTE,calle,7,-58.46572884,-34.63628186,bicicleta,cargas,ciclista,femenino,40
2019-0085,1,2019,10,9,22,CARDOSO Y BACACAY,calle,10,-58.49261744,-34.63419130,bicicleta,otros,ciclista,masculino,20
2019-0086,1,2019,10,15,14,CORRIENTES AV. 6700,avenida,15,-58.45283186,-34.58841560,moto,pasajeros,conductor,masculino,29
2019-0087,1,2019,10,21,21,ALVAREZ THOMAS AV. Y MENDOZA,avenida,12,-58.47973681,-34.57418656,moto,moto,conductor,masculino,41
2019-0088,1,2019,10,22,20,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",avenida,4,-58.40623949,-34.65076549,peaton,pasajeros,peaton,masculino,27
2019-0089,1,2019,10,23,15,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",avenida,4,-58.36244648,-34.63107887,peaton,cargas,peaton,femenino,92
2019-0090,1,2019,10,24,18,"ALBERDI, JUAN BAUTISTA AV. 5455",avenida,9,-58.49962423,-34.64868027,peaton,moto,peaton,masculino,67
2019-0091,1,2019,11,1,20,"JUSTO, JUAN B. AV. Y CAMARGO",avenida,15,-58.44551437,-34.59559816,peaton,pasajeros,peaton,masculino,35
2019-0092,1,2019,11,3,10,"BRIN, MINISTRO Y SUAREZ",calle,4,-58.35608181,-34.63420319,peaton,pasajeros,peaton,masculino,37
2019-0093,1,2019,11,13,11,"NIZA Y JUSTO, JUAN B. AV.",avenida,11,-58.46483679,-34.60907662,bicicleta,otros,ciclista,masculino,16
2019-0094,1,2019,11,18,14,CAMARGO Y SERRANO,calle,15,-58.44368628,-34.59724326,moto,otros,pasajero_acompañante,femenino,37
2019-0095,1,2019,11,20,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,autopista,1,-58.37864583,-34.62907067,moto,cargas,conductor,masculino,37
2019-0096,1,2019,11,22,19,CASEROS AV. Y PIEDRAS,avenida,1,-58.37560352,-34.62726382,peaton,pasajeros,peaton,masculino,73
2019-0097,1,2019,11,25,8,"AUTOPISTA PERITO MORENO KM 5,6",autopista,9,-58.47721439,-34.64815069,moto,multiple,pasajero_acompañante,femenino,23
2019-0098,1,2019,11,25,14,GUZMAN 365,avenida,15,-58.45134029,-34.58984288,pasajeros,pasajeros,pasajero_acompañante,femenino,61
2019-0100,1,2019,12,5,17,de los constituyentes av. 4300,avenida,12,-58.49040794,-34.58368803,moto,auto,conductor,masculino,38
2019-0101,1,2019,12,17,4,"MORENO, PERITO AV. Y TILCARA AV.",avenida,4,-58.42102679,-34.64991178,moto,moto,conductor,masculino,25
2019-0102,1,2019,12,17,14,"IBARROLA Y GORDILLO, TIMOTEO",calle,9,-58.52219407,-34.64143926,moto,auto,conductor,masculino,18
2019-0103,1,2019,12,18,11,"PAZ, GRAL. AV. Y GRIVEO",avenida,11,-58.52169422,-34.59471640,moto,moto,conductor,masculino,24
2019-0104,1,2019,12,21,4,RIVADAVIA AV. Y PERGAMINO,avenida,10,-58.47460416,-34.63206174,moto,auto,pasajero_acompañante,femenino,23
2019-0105,1,2019,5,5,11,SANTO TOME Y SEGUROLA AV.,avenida,10,-58.50512382,-34.61520391,peaton,auto,peaton,femenino,82
2020-0001,1,2020,1,4,10,URIARTE Y LOYOLA,calle,15,-58.43910409,-34.59213355,peaton,auto,peaton,femenino,87
2020-0002,1,2020,1,5,20,SARAZA Y VARELA AV.,avenida,7,-58.45019436,-34.64646409,moto,objeto fijo,conductor,masculino,36
2020-0003,1,2020,1,11,6,RIVADAVIA AV. Y COMBATE DE LOS POZOS,avenida,3,-58.39337644,-34.60927582,peaton,auto,peaton,masculino,44
2020-0004,1,2020,1,14,21,RODRIGUEZ PEÑA Y RIVADAVIA AV.,avenida,1,-58.39055614,-34.60919284,peaton,pasajeros,peaton,masculino,82
2020-0005,1,2020,1,14,6,24 DE NOVIEMBRE Y SAN JUAN AV.,avenida,3,-58.41036975,-34.62477021,moto,pasajeros,conductor,masculino,25
2020-0006,1,2020,1,20,12,LAFUENTE AV. 2250,avenida,8,-58.44925765,-34.65412546,moto,cargas,conductor,masculino,23
2020-0007,1,2020,1,27,0,CHILE Y LIMA ,calle,1,-58.38156850,-34.61648696,peaton,moto,peaton,masculino,52
2020-0008,1,2020,1,30,7,CORDOBA AV. Y JEAN JAURES,avenida,2,-58.40662899,-34.59804521,moto,cargas,conductor,masculino,49
2020-0009,1,2020,2,4,14,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",calle,5,-58.41985649,-34.60600850,peaton,auto,peaton,masculino,48
2020-0010,1,2020,2,8,5,9 DE JULIO AV. Y SAN JUAN AV.,avenida,1,-58.38099833,-34.62214953,moto,objeto fijo,conductor,masculino,37
2020-0011,1,2020,2,12,11,COLOMBRES 466,calle,5,-58.41803309,-34.61823178,moto,cargas,conductor,masculino,31
2020-0012,1,2020,2,18,21,MEXICO 2860,calle,3,-58.40604003,-34.61783553,peaton,moto,peaton,femenino,66
2020-0013,1,2020,2,20,12,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,avenida,15,-58.47549929,-34.57994061,peaton,moto,peaton,femenino,58
2020-0014,1,2020,2,27,2,BERMUDEZ Y NOGOYA,calle,11,-58.51398484,-34.61600366,moto,pasajeros,conductor,masculino,37
2020-0015,1,2020,2,28,14,BRASIL AV. Y PASEO COLON AV.,avenida,1,-58.36797542,-34.62519403,moto,pasajeros,conductor,masculino,29
2020-0016,1,2020,2,29,13,"ALEM,LEANDRO N. AV. 770",avenida,1,-58.37133616,-34.59879316,peaton,pasajeros,peaton,masculino,68
2020-0017,1,2020,3,5,23,BELGRANO AV. Y RINCON,avenida,3,-58.39613805,-34.61413568,peaton,auto,peaton,masculino,37
2020-0018,1,2020,3,9,14,"UDAONDO, GUILLERMO AV. 901",avenida,13,-58.44903073,-34.54200276,moto,objeto fijo,conductor,masculino,31
2020-0019,1,2020,3,10,21,CONSTITUCION Y CASTRO,calle,5,-58.41972364,-34.62846670,peaton,auto,peaton,femenino,80
2020-0020,1,2020,3,13,17,"PUEYRREDON AV. Y GOMEZ, VALENTIN",avenida,3,-58.40571596,-34.60557123,peaton,moto,peaton,femenino,74
2020-0021,1,2020,3,14,16,"BRAVO, MARIO 1279",calle,2,-58.41451590,-34.59488319,peaton,auto,peaton,femenino,87
2020-0022,1,2020,4,7,6,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",autopista,9,-58.47297505,-34.66245085,auto,cargas,pasajero_acompañante,masculino,44
2020-0023,1,2020,4,9,18,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",avenida,4,-58.35791192,-34.63695178,auto,cargas,conductor,masculino,44
2020-0024,1,2020,4,24,7,MURGUIONDO 1339,calle,9,-58.50801713,-34.65177305,auto,auto,conductor,masculino,53
2020-0025,1,2020,5,12,5,RIVADAVIA AV. 2551,avenida,3,-58.40258477,-34.60975108,peaton,auto,peaton,masculino,37
2020-0026,1,2020,5,17,6,"LUGONES, LEOPOLDO AV. KM 6,1",autopista,14,.,.,moto,objeto fijo,conductor,masculino,28
2020-0027,1,2020,5,18,8,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",avenida,8,-58.48267426,-34.68454456,peaton,cargas,peaton,masculino,76
2020-0028,1,2020,5,19,10,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",avenida,15,-58.44248936,-34.60221948,peaton,pasajeros,peaton,masculino,91
2020-0029,1,2020,6,10,14,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",avenida,9,-58.52909134,-34.63886726,peaton,pasajeros,peaton,masculino,80
2020-0030,1,2020,6,16,15,SAN MARTIN AV. 1550,avenida,6,-58.45158942,-34.60646580,moto,multiple,conductor,masculino,40
2020-0031,1,2020,6,30,8,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",avenida,9,-58.49344309,-34.65788529,moto,cargas,conductor,masculino,29
2020-0032,1,2020,7,10,23,CORRIENTES AV. Y SERRANO,avenida,15,-58.44259166,-34.59635137,moto,auto,conductor,masculino,21
2020-0033,1,2020,7,19,6,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",avenida,13,-58.46743471,-34.53476874,auto,objeto fijo,conductor,masculino,32
2020-0034,1,2020,8,2,3,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",calle,3,-58.41178158,-34.60922259,peaton,auto,peaton,femenino,37
2020-0035,1,2020,8,4,5,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",autopista,7,-58.45068621,-34.63638927,moto,pasajeros,conductor,masculino,40
2020-0036,1,2020,8,7,18,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",avenida,14,-58.42016954,-34.58778790,peaton,moto,peaton,masculino,72
2020-0037,1,2020,8,29,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",avenida,8,-58.43850413,-34.65554754,peaton,auto,peaton,masculino,38
2020-0038,2,2020,8,30,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",avenida,14,-58.40617526,-34.58345898,auto,auto,conductor,masculino,46
2020-0038,2,2020,8,30,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",avenida,14,-58.40617526,-34.58345898,auto,auto,conductor,masculino,64
2020-0039,1,2020,9,1,19,MURGUIONDO 2700,calle,9,.,.,peaton,cargas,peaton,masculino,44
2020-0040,1,2020,9,12,3,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",avenida,2,-58.38526125,-34.57805810,auto,objeto fijo,conductor,masculino,37
2020-0041,1,2020,9,28,1,"CURAPALIGUE Y PERON, EVA AV.",avenida,7,-58.44750470,-34.63491705,moto,pasajeros,conductor,masculino,34
2020-0042,1,2020,9,29,17,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",avenida,8,-58.46745752,-34.68192648,peaton,pasajeros,peaton,femenino,53
